f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Gleb,Neuburg,M,207,152-6544,BRADFORD,ME,4410,M,Y,100000,8.5,0,5700,2850
Eleanor,Lenowitz,M,716,409-1141,LISLE,NY,13797,S,N,15000,4.040549,0,0,0
Naji,Ratuski,M,580,425-9808,TULSA,OK,74193,S,N,90000,6.25,1000,0,0
Rusong,Banach,M,857,194-1995,UXBRIDGE,MA,1569,M,Y,20000,5.3,0,7150,1000
Eneia,Leibs,F,440,841-6966,LANSING,OH,43934,S,N,60000,2.537718,1300,0,0
Hidetsune,Bretshneider,M,509,337-1284,TWISP,WA,98856,M,Y,90000,0.0,0,0,0
Peng,Beounes,F,307,491-6516,FORT BRIDGER,WY,82933,S,N,5000,0.0,0,0,0
Christelle,Wassenhove,F,503,189-6783,CAMP SHERMAN,OR,97730,S,N,20000,9.0,159,0,0
Renger,Machiels,F,479,141-7198,GENOA,AR,71840,S,N,30000,7.0,20,0,0
Takushi,Krishnan,M,205,552-3794,SPANISH FORT,AL,36577,M,N,65000,5.0,0,3000,300
Nourredine,Paseman,M,207,226-6858,LISBON FALLS,ME,4252,M,N,10000,4.5857663,0,5700,0
Jorgen,Doroslovacki,M,252,689-3950,NEWTON,NC,28658,S,N,55000,6.8863635,3300,0,0
Tryggve,Pena,M,502,377-6956,SAINT FRANCIS,KY,40062,M,N,25000,3.2222223,0,40,0
Shaowen,Maguire,F,414,863-9604,MADISON,WI,53717,M,N,35000,5.0545335,0,1400,0
Yongwon,Dervos,F,240,652-2701,COLLEGE PARK,MD,20740,M,N,10000,4.75,0,4800,0
Natalio,Phan,F,928,110-5582,FLORENCE,AZ,85232,S,Y,75000,3.8775,2100,0,2300
Bertram,Finsterwalder,M,313,101-5390,MARYSVILLE,MI,48040,S,N,15000,3.9,3100,0,0
Lishin,Adusumilli,M,971,189-4086,LAFAYETTE,OR,97127,M,Y,25000,9.0,0,318,159
Jik,Desai,M,603,509-6256,CHARLESTOWN,NH,3603,M,Y,55000,0.0,0,0,0
Aristotle,Papadourakis,M,334,242-7874,GRADY,AL,36036,M,N,25000,5.0,1500,0,300
Iannis,Mundhenk,F,702,763-9453,RENO,NV,89521,S,N,55000,0.0,0,0,0
Cecile,Carrington,M,706,464-2696,SAVANNAH,GA,31401,S,Y,60000,6.0,2700,0,3000
Ira,Govert,M,541,312-2525,ALBANY,OR,97322,M,N,15000,9.0,0,318,0
Islam,Hladka,M,636,416-2874,KAHOKA,MO,63445,S,N,60000,6.0,2100,0,0
Yasuichi,Siemens,M,563,466-3893,ONSLOW,IA,52321,S,Y,45000,7.111101,40,0,40
Hyuk,Wortmann,M,432,438-8441,AUSTIN,TX,78731,S,Y,80000,0.0,0,0,0
Rochel,Hoogendoorn,M,401,713-3256,COVENTRY,RI,2816,S,Y,55000,0.0,0,0,0
Clelia,Olveszky,F,787,873-6553,CAROLINA,PR,987,M,Y,35000,0.0,0,0,0
Fadila,Bruza,F,860,951-1223,WALLINGFORD,CT,6495,S,Y,20000,5.0,12750,0,0
Uinam,Rosca,F,603,328-8791,INTERVALE,NH,3845,S,Y,35000,0.0,0,0,0
Yosuke,Terrel,F,207,735-4088,LOVELL,ME,4051,S,N,90000,8.5,2850,0,0
Boijdar,Dniestrowski,F,208,170-5749,SPENCER,ID,83446,M,N,45000,7.8,0,6600,0
Eugeniusz,Demmer,M,816,996-4141,SAVANNAH,MO,64485,S,N,35000,6.0,2100,0,0
Ilies,Clapp,F,207,983-7042,STOCKTON SPRINGS,ME,4981,S,N,10000,4.5857663,2850,0,0
Jiong,Levenez,F,202,946-7406,WASHINGTON,DC,20047,S,Y,50000,9.0,1370,0,1370
Asawaree,Porenta,F,972,193-1793,EL PASO,TX,88517,S,Y,100000,0.0,0,0,0
Esin,Carleton,M,509,968-8889,OAKVILLE,WA,98568,M,N,20000,0.0,0,0,0
Ashish,Luttringhaus,M,203,360-8290,MANCHESTER,CT,6041,S,N,65000,5.0,12750,0,0
Wafi,Rauch,M,907,930-6454,KALTAG,AK,99748,S,N,15000,0.0,0,0,0
Ronny,Stumptner,M,712,714-1076,BAGLEY,IA,50026,M,N,70000,8.98,0,80,0
Cynthia,Schreier,F,605,602-1752,OLDHAM,SD,57051,M,Y,95000,0.0,0,0,0
Jik,Latch,M,602,551-1514,LAKE HAVASU CITY,AZ,86406,S,N,5000,2.87,2100,0,0
Melody,Naryanan,M,603,764-7792,ELKINS,NH,3233,M,Y,15000,0.0,0,0,0
Arash,Scalabrin,F,843,930-2764,CLINTON,SC,29325,S,N,15000,7.0,3300,0,0
Jaques,Vogley,F,608,582-7922,NEW BERLIN,WI,53151,S,N,10000,4.620155,700,0,0
Cosmin,Guimaraes,M,641,314-9171,ARLINGTON,IA,50606,M,Y,65000,8.98,0,80,40
Alfio,Spink,M,704,336-2323,DURHAM,NC,27702,S,Y,50000,6.7814684,3300,0,3300
Evelyn,Ladret,F,541,947-4311,CRESCENT LAKE,OR,97425,S,Y,100000,9.0,159,0,159
Anil,Feldmesser,F,410,989-2886,LAUREL,MD,20708,S,N,25000,4.75,2400,0,0
Rowan,Casey,M,801,724-5602,ANETH,UT,84510,M,Y,20000,7.0,0,4950,2475
Neville,Sereno,M,262,738-5742,OOSTBURG,WI,53070,M,N,5000,4.6,0,1400,0
Mariano,Tatsiopoulos,M,939,686-6613,PONCE,PR,730,S,Y,40000,0.0,0,0,0
Fiaz,Mosedale,M,808,404-4000,HONOLULU,HI,96825,M,N,65000,8.25,0,2080,0
Grey,Atchley,M,541,375-1997,PORTLAND,OR,97212,S,Y,45000,9.0,159,0,159
Brigid,Shiratori,F,405,427-1446,SULPHUR,OK,73086,M,Y,25000,6.25,0,2000,1000
Hon,Garigliano,F,978,962-7222,DIGHTON,MA,2715,S,N,90000,5.3,3575,0,0
Fytton,Eilenberg,M,585,569-3886,ROCHESTER,NY,14638,M,N,25000,4.0984755,0,0,0
Joergen,Starr,M,401,784-7705,NORTH KINGSTOWN,RI,2854,S,N,85000,0.0,0,0,0
Francoise,Kisielewicz,F,573,945-8620,BURFORDVILLE,MO,63739,S,N,35000,6.0,2100,0,0
Kennan,Annaratone,F,906,418-9966,PERRINTON,MI,48871,M,Y,65000,3.9,0,6200,3100
Xiaoyu,Sahnmugasundaram,F,480,499-5240,RED VALLEY,AZ,86544,M,N,75000,3.8775,0,4200,0
Yeow,Cleave,F,715,746-2642,NEW BERLIN,WI,53146,M,N,25000,4.880782,0,1400,0
Dennis,Pinkal,M,256,700-8328,STEELE,AL,35987,M,N,50000,5.0,1500,0,0
Farida,Piazza,F,775,683-8587,LAS VEGAS,NV,89144,M,N,95000,0.0,0,0,0
Nenna,Felgentreu,F,505,345-6419,ALBUQUERQUE,NM,87101,M,Y,50000,5.3,0,6600,3300
Jarl,Ragunath,F,404,364-4901,ATLANTA,GA,31196,M,N,80000,6.0,0,5400,0
Clifford,Talmon,F,702,113-6685,EMPIRE,NV,89405,M,Y,35000,0.0,0,0,0
Rune,Gerteisen,F,928,389-8201,RED VALLEY,AZ,86544,M,N,95000,4.1875,0,4200,0
Lucio,Andradas,F,570,189-5697,AUSTIN,PA,16720,M,Y,30000,3.07,0,0,0
Nivio,Stevens,F,815,493-1010,ALSIP,IL,60803,M,Y,35000,3.0,0,4000,2000
Sunder,Kocis,F,808,163-6571,OOKALA,HI,96774,S,Y,55000,8.25,1040,0,1040
Krishnamurthy,Zedlitz,F,336,591-2288,LUMBERTON,NC,28358,S,N,5000,6.0,3300,0,0
Kimihiro,Sinderen,M,860,857-1396,WEST HARTLAND,CT,6091,S,Y,95000,5.0,12750,0,0
Amy,Bauget,F,864,537-4572,CHAPIN,SC,29036,M,Y,85000,7.0,0,6600,3300
Seshashayee,Steffens,M,570,659-6845,GILLETT,PA,16925,S,Y,55000,3.07,0,0,0
Dzung,Toyoshima,M,316,739-8199,SAINT MARYS,KS,66536,M,N,40000,6.45,0,4500,0
Ziya,Nacht,F,859,453-2734,BURDINE,KY,41517,M,Y,100000,6.0,0,40,20
Arlene,Juuso,M,207,807-1353,BREWER,ME,4412,M,Y,100000,8.5,0,5700,2850
Danny,Belinskaya,M,202,162-4263,WASHINGTON,DC,20068,M,N,70000,9.0,0,2740,0
Christoper,Payton,F,605,580-8420,HIGHMORE,SD,57345,S,Y,55000,0.0,0,0,0
Felic,Zhiwei,M,614,145-5700,SUNBURY,OH,43074,M,Y,60000,2.537718,0,2600,1300
Thiel,Wold,M,920,135-7843,BUTTERNUT,WI,54514,M,Y,70000,5.6626635,0,1400,400
Emmanuelle,Swift,M,205,932-6224,FLORENCE,AL,35631,M,N,20000,5.0,1500,0,0
Gianluca,Lenowitz,F,406,304-5475,HARRISON,MT,59735,M,N,25000,6.9,0,3800,0
Ranabir,Zolla,M,334,571-1657,HANCEVILLE,AL,35077,M,N,95000,5.0,0,3000,0
Changwook,Rayna,F,425,662-6579,TACOMA,WA,98445,S,N,75000,0.0,0,0,0
Ovidiu,Marchuk,M,865,815-6066,WHITE HOUSE,TN,37188,S,Y,75000,0.0,0,0,0
Chitresh,Szpakowicz,F,703,846-5294,NEWPORT NEWS,VA,23602,S,N,70000,5.75,900,0,0
Qinghua,Grom,M,225,549-2062,MORGAN CITY,LA,70381,S,Y,90000,6.0,4500,0,1000
Ludomir,Gustavson,M,218,549-4565,HINCKLEY,MN,55037,M,N,5000,5.35,0,6600,0
Naixun,Halova,M,928,856-2608,SUN CITY,AZ,85372,M,N,85000,4.0325,0,4200,0
Kazuhide,Prins,F,720,562-8315,DENVER,CO,80248,M,Y,20000,4.63,0,0,0
Narasimha,Pils,M,907,515-3642,ANCHORAGE,AK-*,99516,M,N,90000,0.0,0,0,0
Jem,Nivat,M,402,655-7582,MELBETA,NE,69355,S,N,85000,6.84,103,0,0
Eneko,Kurakake,M,603,965-5334,RANDOLPH,NH,3593,S,N,40000,0.0,0,0,0
Jongwon,Ozceri,F,202,956-5999,WASHINGTON,DC,20528,M,N,60000,9.0,0,2740,0
Nobuhiro,Pagter,M,505,676-1921,RIO RANCHO,NM,87144,M,Y,95000,5.3,0,6600,3300
Nicola,Yoshii,F,502,132-9487,WACO,KY,40385,M,N,75000,6.0,0,40,0
Sefeng,Anquetil,M,920,960-3669,APPLETON,WI,54915,M,N,80000,5.836415,0,1400,0
Lizya,Dang,F,406,807-2899,VOLBORG,MT,59351,M,N,75000,6.9,0,3800,0
Mihaly,Scopinich,M,601,151-1525,STENNIS SPACE CENTER,MS,39522,M,Y,40000,5.0,0,12000,1500
Bella,Waroquier,M,201,326-7139,AUGUSTA,NJ,7822,M,Y,40000,1.7154167,0,2000,1500
Carroll,Luttermann,F,413,439-1372,SPRINGFIELD,MA,1115,M,Y,45000,5.3,0,7150,1000
Gisbert,Takaki,M,860,727-9883,STAMFORD,CT,6910,S,Y,90000,5.0,12750,0,0
Celso,Hassen,F,603,511-5377,SWANZEY,NH,3446,S,N,95000,0.0,0,0,0
Kwun,Tuckey,F,302,410-7301,LINCOLN,DE,19960,S,N,10000,2.540909,110,0,0
Met,Cooley,F,712,626-2826,SHENANDOAH,IA,51603,S,Y,100000,8.98,40,0,40
Franklyn,Etoh,F,516,266-9545,PERKINSVILLE,NY,14529,S,Y,20000,4.0695124,0,0,1000
Naohiko,Wygladala,M,201,987-3682,MONTCLAIR,NJ,7042,S,Y,35000,1.6365625,1000,0,1500
Kejun,Souillard,M,417,883-1944,LEXINGTON,MO,64067,S,N,80000,6.0,2100,0,0
Aristid,Rino,F,770,548-4842,MAYSVILLE,GA,30558,M,N,55000,6.0,0,5400,0
Renfrey,Kenevan,F,845,148-3982,REDFIELD,NY,13437,S,Y,85000,4.4460363,0,0,1000
Mirta,Kees,M,802,149-7415,MILTON,VT,5468,M,Y,10000,3.6,0,6600,3300
Asis,Baldoza,F,406,514-2460,COLSTRIP,MT,59323,M,N,55000,6.9,0,3800,0
Deniz,Remington,M,910,277-7856,CLINTON,NC,28329,M,N,70000,7.201049,0,6600,0
Kuchibhotla,Percebois,F,610,329-8816,KEISTERVILLE,PA,15449,M,Y,35000,3.07,0,0,0
Jagan,Schwabacher,M,307,585-4225,JELM,WY,82063,M,Y,60000,0.0,0,0,0
Guilherme,Finsterwalder,F,417,942-2061,CAPE GIRARDEAU,MO,63701,M,Y,40000,6.0,0,4200,1200
Mayank,Serlin,F,702,159-9762,WINNEMUCCA,NV,89446,S,N,95000,0.0,0,0,0
Setsuo,Cherian,M,706,272-3830,ARABI,GA,31712,M,N,90000,6.0,0,5400,0
Wai,Gulak,M,478,143-1543,MACON,GA,31210,M,N,70000,6.0,0,5400,0
Guiseppe,Steenstrup,M,205,557-9608,PHENIX CITY,AL,36870,M,N,100000,5.0,0,3000,300
Liz,Benzmuller,F,320,322-2388,CHISAGO CITY,MN,55013,S,N,35000,6.1232123,3300,0,0
Dajun,Jonckers,M,307,201-7048,HANNA,WY,82327,M,N,25000,0.0,0,0,0
Elad,Erdmenger,M,304,964-7872,BAKER,WV,26801,S,Y,95000,6.5,2000,0,2000
Sungjoo,Mainberger,F,325,503-4348,AMARILLO,TX,79166,S,N,50000,0.0,0,0,0
Lila,Schoder,M,561,100-8972,MELBOURNE,FL,32912,S,N,100000,0.0,0,0,0
Murial,Preteux,M,202,627-5377,WASHINGTON,DC,20306,M,N,45000,9.0,0,2740,0
Eckehard,Strooper,M,313,954-1365,CHARLOTTE,MI,48813,S,N,25000,3.9,3100,0,0
Selee,Almasi,F,907,878-9592,JUNEAU,AK,99812,S,N,85000,0.0,0,0,0
Norwin,Kikuchi,M,580,688-8044,TERRAL,OK,73569,S,Y,35000,6.25,1000,0,1000
Gadi,Multani,M,414,576-4626,ELLISON BAY,WI,54210,M,N,80000,5.836415,0,1400,0
Jock,Arabi,F,435,308-7952,CLEVELAND,UT,84518,S,Y,35000,7.0,2475,0,2475
Valentinas,Korjik,M,478,596-8098,CONYERS,GA,30094,M,N,30000,6.0,0,5400,0
Sandrine,Balder,F,580,817-5845,SEMINOLE,OK,74868,S,N,60000,6.25,1000,0,0
Jose,Beylin,M,605,364-4873,BOX ELDER,SD,57719,M,N,80000,0.0,0,0,0
Emilio,Oates,F,907,686-8688,ANCHORAGE,AK-*,99523,S,N,100000,0.0,0,0,0
Valdiodio,Einsfeld,M,605,491-8329,MISSION HILL,SD,57046,M,N,35000,0.0,0,0,0
Satyandra,Lonning,F,971,798-2770,ALLEGANY,OR,97407,S,N,5000,7.4102564,159,0,0
Mike,Gotz,F,580,801-6317,LAVERNE,OK,73848,M,N,50000,6.25,0,2000,0
Ruzena,Nastov,M,904,891-6476,LAKELAND,FL,33811,M,Y,30000,0.0,0,0,0
Yacoub,Waack,M,417,381-3803,DIAMOND,MO,64840,S,Y,10000,6.0,2100,0,1200
Kuorong,Smeets,M,270,577-5377,ASHLAND,KY,41102,S,Y,30000,3.5,20,0,20
Junjie,Verhofstadt,M,580,251-4489,OKLAHOMA CITY,OK,73110,M,Y,75000,6.25,0,2000,1000
Thio,Rodite,M,757,598-6711,CHANTILLY,VA,20151,S,Y,90000,5.75,900,0,900
Boman,Baayen,F,704,336-6896,GREENSBORO,NC,27495,S,N,30000,6.361888,3300,0,0
Bernando,Motoda,M,304,558-8371,PINE GROVE,WV,26419,S,N,100000,6.5,2000,0,0
Anupam,Apt,F,203,859-4261,NORTH GROSVENORDALE,CT,6255,M,Y,15000,5.0,0,24500,0
Premachandran,Carrington,M,936,927-1979,KYLE,TX,78640,M,Y,20000,0.0,0,0,0
Cormac,McMorris,F,603,212-9419,BARRINGTON,NH,3825,S,N,35000,0.0,0,0,0
Muneo,Dunkel,M,541,938-8834,TIDEWATER,OR,97390,M,Y,40000,9.0,0,318,159
Wray,Emmert,M,580,785-7427,OKLAHOMA CITY,OK,73157,M,Y,25000,6.25,0,2000,1000
Vivienne,Tuncel,M,208,781-7573,GRACE,ID,83241,S,N,5000,2.6903439,3300,0,0
Sanjaya,Antonacci,F,314,237-3902,DES ARC,MO,63636,S,N,65000,6.0,2100,0,0
Jak,Neuwirth,F,704,418-1876,NEW BERN,NC,28564,M,N,90000,7.6206293,0,6600,0
Elan,Rover,M,808,156-5277,KURTISTOWN,HI,96760,M,N,100000,8.25,0,2080,0
Mosur,Lessing,M,401,918-9698,ADAMSVILLE,RI,2801,M,Y,30000,0.0,0,0,0
Shoshana,Gurevitch,F,626,288-6666,EL PORTAL,CA,95318,S,Y,75000,9.3,87,0,272
Supratik,Kriewall,M,262,322-9067,MILWAUKEE,WI,53244,M,Y,35000,5.0545335,0,1400,400
Yoshimori,Daly,F,806,314-9614,LORAINE,TX,79532,S,N,50000,0.0,0,0,0
Svante,Maliniak,M,480,367-5029,MESA,AZ,85274,M,N,65000,3.7224998,0,4200,0
Lov,Aagedal,F,765,456-5386,EVANSVILLE,IN,47715,M,Y,80000,3.4,0,2000,1000
Stabislas,Knasmuller,F,435,573-2435,MONROE,UT,84754,M,Y,90000,7.0,0,4950,2475
Sunghyun,Sembok,F,339,927-9886,LAWRENCE,MA,1843,S,Y,45000,5.3,3575,0,1000
Ashish,Arrabito,M,480,607-1812,ELOY,AZ,85131,M,Y,80000,3.955,0,4200,2300
Liqin,Skrikant,F,520,755-2769,KYKOTSMOVI VILLAGE,AZ,86039,S,N,95000,4.1875,2100,0,0
Horia,Masden,M,720,741-4842,LYONS,CO,80540,M,N,35000,4.63,0,0,0
Narvardin,Sufrin,F,501,345-8549,GENOA,AR,71840,M,N,40000,7.0,0,40,0
Koti,Balard,M,469,740-8706,ROGERS,TX,76569,M,Y,100000,0.0,0,0,0
Atro,Pietracaprina,M,907,302-5296,CORDOVA,AK,99574,M,N,45000,0.0,0,0,0
Glynn,Brooks,M,224,351-9005,IPAVA,IL,61441,S,N,25000,3.0,2000,0,0
Jaewoo,Lageweg,M,718,173-3369,LEWISTON,NY,14092,S,N,25000,4.0984755,0,0,0
Leong,Clary,M,612,854-1952,MONTICELLO,MN,55588,S,N,80000,7.85,3300,0,0
Penelope,Moshkow,F,716,457-8760,BYRON,NY,14422,S,N,60000,4.3012195,0,0,0
Anisoara,Pepe,F,641,317-6070,PERRY,IA,50220,M,N,55000,8.65488,0,80,0
Friedemann,Ikei,F,435,434-4270,SALT LAKE CITY,UT,84127,M,N,55000,7.0,0,4950,0
Radha,Guan,M,205,689-3743,HANCEVILLE,AL,35077,M,N,10000,5.0,0,3000,0
Adas,Bassolet,M,432,704-2497,CORPUS CHRISTI,TX,78409,M,Y,95000,0.0,0,0,0
Raimundo,Newson,F,808,639-4413,HONOLULU,HI,96815,M,N,100000,8.25,0,2080,0
Gal,Stolboushkin,M,862,991-5193,FAR HILLS,NJ,7931,M,Y,60000,2.0308332,0,2000,1500
Luigi,Cosby,M,607,200-3156,CAPE VINCENT,NY,13618,M,Y,20000,4.0695124,0,0,1000
Sallie,Maskit,M,310,854-6735,MOSS BEACH,CA,94038,S,Y,95000,9.3,87,0,272
Rachad,Gausemeier,F,228,616-9382,SOSO,MS,39480,M,Y,90000,5.0,0,12000,1500
Hana,Balasubrahmanyam,M,772,385-5148,CITRA,FL,32113,S,Y,10000,0.0,0,0,0
Vyjayanti,Alshuth,M,219,922-9538,DANA,IN,47847,M,Y,40000,3.4,0,2000,1000
Gara,Spinrad,M,207,188-3176,WESTFIELD,ME,4787,S,Y,25000,8.5,2850,0,2850
Fangju,Puterman,F,347,906-6391,CIRCLEVILLE,NY,10919,S,N,90000,4.475,0,0,0
Boudewijn,Kalloufi,F,605,545-7003,SIOUX FALLS,SD,57186,S,N,70000,0.0,0,0,0
Daniil,Staes,F,253,528-9194,WASHTUCNA,WA,99371,M,N,100000,0.0,0,0,0
Waiman,Geisler,M,316,425-4243,SAINT FRANCIS,KS,67756,S,Y,100000,6.45,2250,0,2250
Wenyi,Tardieu,F,410,618-4655,EASTON,MD,21601,M,Y,15000,4.75,0,4800,2400
Aenne,Sztandera,F,605,922-8213,WESTPORT,SD,57481,S,N,95000,0.0,0,0,0
Izzet,Deemter,M,203,110-9636,STAMFORD,CT,6913,M,Y,45000,5.0,0,24500,0
Madhusudhana,Jimbo,M,360,644-4532,SEATTLE,WA,98175,M,Y,15000,0.0,0,0,0
Toshiaki,Krasemann,F,808,280-7984,HONOLULU,HI,96824,S,N,40000,8.25,1040,0,0
Hidenosuke,O''Neill,F,217,181-2059,MIDDLETOWN,IL,62666,S,N,70000,3.0,2000,0,0
Jiang,Minoura,M,802,376-3146,WELLS,VT,5774,S,N,65000,4.298331,3300,0,0
Kyosun,Dave,F,509,121-2294,CARLSBORG,WA,98324,S,N,95000,0.0,0,0,0
Dalibor,Dandapani,F,318,521-6118,DEQUINCY,LA,70633,S,Y,95000,6.0,4500,0,1000
Yasusuke,Rosenbloom,F,605,380-9787,PRAIRIE CITY,SD,57649,S,N,65000,0.0,0,0,0
Rajeshkumar,Pavlovsky,F,410,306-9106,ROCKVILLE,MD,20849,M,N,25000,4.75,0,4800,0
Xiaoqiu,Abeta,M,218,904-8784,CLINTON,MN,56225,M,N,25000,5.5895944,0,6600,0
Raed,Ranze,M,337,125-5137,METAIRIE,LA,70001,S,Y,20000,4.4,4500,0,1000
Jouko,Saloma,M,603,551-3189,STRAFFORD,NH,3884,S,Y,75000,0.0,0,0,0
Jurek,Broda,F,918,988-6075,AMBER,OK,73004,S,N,65000,6.25,1000,0,0
Harlan,Milde,F,775,354-8187,LAS VEGAS,NV,89114,S,Y,60000,0.0,0,0,0
Kenong,Velardi,F,775,903-7681,JACKPOT,NV,89825,M,N,15000,0.0,0,0,0
Herkimer,Ursu,M,608,308-6788,BENOIT,WI,54816,M,N,85000,5.9232907,0,1400,0
Dursun,Riel,F,408,926-4092,NOVATO,CA,94948,M,N,20000,4.2297716,0,174,0
Golgen,Ygge,F,603,576-4266,CENTER STRAFFORD,NH,3815,S,N,40000,0.0,0,0,0
Deidra,Vingron,M,203,218-1423,NEW BRITAIN,CT,6051,S,N,65000,5.0,12750,0,0
Kongshi,Josten,F,308,842-8185,GIBBON,NE,68840,S,N,10000,3.9097095,103,0,0
Vlad,Kossowski,F,202,727-2271,WASHINGTON,DC,20538,M,N,30000,9.0,0,2740,0
Hangju,Cudia,M,360,753-1789,APPLETON,WA,98602,S,Y,80000,0.0,0,0,0
Kenmore,Grogono,F,580,315-5350,FORT GIBSON,OK,74434,S,Y,45000,6.25,1000,0,1000
Shin''ya,Bittar,F,907,397-5868,ANCHORAGE,AK-*,99522,S,Y,90000,0.0,0,0,0
Marcela,Dumke,F,856,959-1569,TOMS RIVER,NJ,8757,M,N,65000,2.1096876,0,2000,0
Rajaraman,Rivest,M,765,691-8349,JASPER,IN,47549,M,N,10000,3.4,0,2000,0
Minshine,Brodner,F,401,836-8551,WARWICK,RI,2889,S,Y,30000,0.0,0,0,0
Munehiko,Kerstetter,M,419,718-1982,COAL RUN,OH,45721,M,Y,20000,1.2099231,0,2600,1300
Einar,Czarnecki,F,586,598-4241,WALKERVILLE,MI,49459,S,Y,60000,3.9,3100,0,3100
Aomar,Nooteboom,M,804,875-2419,FAIRFAX,VA,22038,S,N,70000,5.75,900,0,0
Reini,Leger,M,503,536-9483,FRENCHGLEN,OR,97736,S,N,45000,9.0,159,0,0
Madhur,Kavvadias,M,307,995-2435,OPAL,WY,83124,M,N,65000,0.0,0,0,0
Weimin,Banreuther,F,207,359-5017,SEBAGO,ME,4029,M,N,35000,8.5,0,5700,0
Gavriela,Sandoe,F,573,501-8649,DEXTER,MO,63841,M,Y,50000,6.0,0,4200,1200
Asanobu,Levergood,M,443,258-1697,SCOTLAND,MD,20687,S,N,75000,4.75,2400,0,0
Giampio,Hadad,M,803,791-7828,DUE WEST,SC,29639,M,N,25000,7.0,0,6600,0
Inderjit,Reiss,F,202,635-7494,WASHINGTON,DC,20509,M,Y,30000,9.0,0,2740,1370
Marney,Nomura,M,913,502-8817,MUSCOTAH,KS,66058,S,Y,65000,6.45,2250,0,2250
Csaba,Bernini,F,435,467-7835,OREM,UT,84057,S,Y,10000,7.0,2475,0,2475
Kimming,Pelayo,F,907,135-1830,GOODNEWS BAY,AK,99589,M,Y,50000,0.0,0,0,0
Wieslaw,Rattan,M,605,361-5627,HILL CITY,SD,57745,M,N,70000,0.0,0,0,0
Zahava,Senator,F,603,935-7527,LITCHFIELD,NH,3052,M,N,45000,0.0,0,0,0
Surjatini,Ziarko,M,302,291-9327,HOUSTON,DE,19954,S,Y,10000,2.540909,110,0,110
Wentong,Peck,F,417,240-8077,ARNOLD,MO,63010,M,N,55000,6.0,0,4200,0
Tokinori,Syrzycki,F,401,877-9162,CAROLINA,RI,2812,S,N,75000,0.0,0,0,0
Hosam,Kerr,F,787,231-4154,GUAYAMA,PR,785,M,N,80000,0.0,0,0,0
Akihito,Wogulis,F,817,578-8076,LOPENO,TX,78564,S,N,45000,0.0,0,0,0
Jefferson,Cotofrei,F,401,715-1125,MANVILLE,RI,2838,S,Y,40000,0.0,0,0,0
Lazaros,Cazalens,M,939,833-8570,CIALES,PR,638,S,N,65000,0.0,0,0,0
Xiaoxin,Lieblein,M,304,433-1438,HANOVER,WV,24839,S,Y,80000,6.5,2000,0,2000
Sokratis,Sanella,M,985,823-6144,DOYLINE,LA,71023,M,N,10000,2.0,0,9000,0
Elenita,Tizhoosh,M,701,512-7502,ARTHUR,ND,58006,M,N,30000,2.1034775,0,6600,0
Roel,Coover,M,802,949-9485,MONTPELIER,VT,5603,M,N,60000,4.1988535,0,6600,0
Oskar,Iacobetz,F,603,362-3380,NORTH HAMPTON,NH,3862,S,Y,35000,0.0,0,0,0
Evgenia,Gasieniec,M,248,770-6381,BRIDGEPORT,MI,48722,S,Y,75000,3.9,3100,0,3100
Philippas,Spinney,F,240,826-6719,EARLEVILLE,MD,21919,S,N,40000,4.75,2400,0,0
Vance,Abels,F,207,944-8169,SUNSET,ME,4683,M,N,55000,8.5,0,5700,0
Marit,Yurov,M,850,237-3008,CRESTVIEW,FL,32539,M,Y,40000,0.0,0,0,0
Subra,Glas,M,404,869-7241,ATLANTA,GA,30321,M,Y,80000,6.0,0,5400,3000
Katsuyuki,Noriega,M,605,468-4334,REVA,SD,57651,M,N,50000,0.0,0,0,0
Eralp,Petrakis,M,503,354-3948,POWERS,OR,97466,M,N,75000,9.0,0,318,0
Padma,Rensink,M,651,347-2467,BIWABIK,MN,55708,M,Y,45000,6.6568303,0,6600,3300
Jengwei,Tzafestas,M,252,370-9672,SUGAR GROVE,NC,28679,S,Y,10000,6.0,3300,0,3300
Tunu,Tolle,F,808,903-8135,HONOLULU,HI,96818,S,Y,65000,8.25,1040,0,1040
Jiawen,Weinreich,F,307,857-5705,GARRETT,WY,82058,S,Y,70000,0.0,0,0,0
Darla,Pouyioutas,M,931,188-4198,HENDERSON,TN,38340,S,Y,60000,0.0,0,0,0
Koki,Bann,M,660,284-7091,BRUMLEY,MO,65017,M,N,35000,6.0,0,4200,0
Edjard,Iyengar,M,402,410-9382,STEELE CITY,NE,68440,M,N,55000,6.84,0,206,0
Chaitanya,Can,M,334,289-5764,BIRMINGHAM,AL,35211,M,N,100000,5.0,1500,0,300
Allel,Pluym,M,843,750-2389,GARNETT,SC,29922,M,Y,50000,7.0,0,6600,3300
Major,Challenger,M,515,913-5831,GREENFIELD,IA,50849,S,N,10000,1.7078737,40,0,0
Arne,Vlaxodimitropoulos,M,212,889-3552,BRONX,NY,10457,M,N,50000,4.243293,0,0,0
Kishore,Minet,F,469,279-5372,HOUSTON,TX,77022,M,Y,15000,0.0,0,0,0
Yixun,Halevi,M,360,866-9279,ALMIRA,WA,99103,S,N,95000,0.0,0,0,0
Ghulum,Goil,F,719,420-4479,ARVADA,CO,80004,S,N,35000,4.63,0,0,0
